source,prompt_name,task,word_count,p_ai_oof_score
darragh_claude_v6,Driverless cars,Text dependent,290,0.9989965576233533
mistral7binstruct_v2,Summer projects,Independent,348,0.2522479650340875
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,298,0.9989168702079406
darragh_claude_v7,Does the electoral college work?,Text dependent,302,0.5671242401689353
llama2_chat,Seeking multiple opinions,Independent,317,0.5579371465805544
llama2_chat,Community service,Independent,397,0.11378816994604726
mistral7binstruct_v1,Distance learning,Independent,418,0.711037509985224
mistral7binstruct_v1,Distance learning,Independent,244,0.9917345157876198
radek_500,Car-free cities,Text dependent,501,0.9648572319339758
llama2_chat,Mandatory extracurricular activities,Independent,355,0.8981782692053629
llama2_chat,Seeking multiple opinions,Independent,337,0.9409800910116639
darragh_claude_v7,Community service,Independent,285,0.9946259976606425
darragh_claude_v7,Facial action coding system,Text dependent,287,0.9968169722295661
mistral7binstruct_v1,Facial action coding system,Text dependent,394,0.9999714259587514
llama2_chat,Seeking multiple opinions,Independent,352,0.9829997589230105
falcon_180b_v1,Car-free cities,Text dependent,374,0.24013876839484688
chat_gpt_moth,Mandatory extracurricular activities,Independent,153,0.9727663580804148
falcon_180b_v1,Phones and driving,,345,0.9224571059106771
mistral7binstruct_v2,Distance learning,Independent,355,0.804883812867793
mistral7binstruct_v2,Distance learning,Independent,385,0.7664945360185975
darragh_claude_v6,Phones and driving,,353,0.989201057566185
llama_70b_v1,Facial action coding system,Text dependent,470,0.957763918532542
mistral7binstruct_v2,Distance learning,Independent,272,0.993556121433443
llama_70b_v1,Distance learning,Independent,335,0.21268903434040365
llama2_chat,Distance learning,Independent,382,0.24734672094564883
llama2_chat,Seeking multiple opinions,Independent,336,0.9472402245743622
mistral7binstruct_v1,Seeking multiple opinions,Independent,401,0.5441806634202211
darragh_claude_v7,Does the electoral college work?,Text dependent,327,0.9069629475892501
llama_70b_v1,Driverless cars,Text dependent,326,0.9273057990764315
llama_70b_v1,Car-free cities,Text dependent,376,0.9979825095543547
mistral7binstruct_v1,Seeking multiple opinions,Independent,391,0.959109901310169
darragh_claude_v6,Mandatory extracurricular activities,Independent,232,0.9999905170387597
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,290,0.9999986858053764
darragh_claude_v6,Car-free cities,Text dependent,338,0.993146404668686
mistral7binstruct_v2,Summer projects,Independent,324,0.4793706603788584
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,101,0.9988879855878515
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,366,0.5186400403463668
chat_gpt_moth,Seeking multiple opinions,Independent,240,0.4641869129787654
mistral7binstruct_v2,Seeking multiple opinions,Independent,406,0.09135517602607388
chat_gpt_moth,Distance learning,Independent,225,0.40186839938301866
mistral7binstruct_v2,Seeking multiple opinions,Independent,346,0.4932322228541565
mistral7binstruct_v2,Seeking multiple opinions,Independent,320,0.9164056113543976
chat_gpt_moth,Distance learning,Independent,131,0.9997422747620696
mistral7binstruct_v2,Distance learning,Independent,263,0.3981208769569759
llama_70b_v1,Facial action coding system,Text dependent,284,0.9631984965850748
chat_gpt_moth,Distance learning,Independent,277,0.9561957424239231
radek_500,Car-free cities,Text dependent,438,0.9966243955977272
falcon_180b_v1,Facial action coding system,Text dependent,347,0.9592453017880804
llama2_chat,Cell phones at school,Independent,361,0.5127594029945202
mistral7binstruct_v1,Distance learning,Independent,413,0.752063354363424
llama2_chat,Facial action coding system,Text dependent,379,0.6855006742263594
chat_gpt_moth,Seeking multiple opinions,Independent,263,0.43612333677203413
mistral7binstruct_v2,Seeking multiple opinions,Independent,361,0.8577654537938354
mistral7binstruct_v1,Community service,Independent,332,0.9157980994099627
darragh_claude_v6,Cell phones at school,Independent,275,0.9556775452664552
mistral7binstruct_v2,Grades for extracurricular activities,Independent,84,0.7172800661355048
mistral7binstruct_v2,"""A Cowboy Who Rode the Waves""",Text dependent,257,0.9537244749150473
mistral7binstruct_v1,Seeking multiple opinions,Independent,311,0.8963333216891957
darragh_claude_v7,Exploring Venus,Text dependent,272,0.9991809943455224
mistral7binstruct_v2,Distance learning,Independent,301,0.9895608619662452
chat_gpt_moth,Distance learning,Independent,262,0.9931137912028312
mistral7binstruct_v2,Seeking multiple opinions,Independent,344,0.8500353241748054
darragh_claude_v7,Car-free cities,Text dependent,364,0.9998741098403277
llama2_chat,Seeking multiple opinions,Independent,335,0.9474803775866373
chat_gpt_moth,Distance learning,Independent,203,0.9543039523066033
darragh_claude_v7,Distance learning,Independent,251,0.930122981509687
darragh_claude_v7,Distance learning,Independent,306,0.8711813203789655
mistral7binstruct_v2,Seeking multiple opinions,Independent,352,0.9142876389137917
llama2_chat,Seeking multiple opinions,Independent,316,0.938577942438911
darragh_claude_v6,The Face on Mars,Text dependent,330,0.9707924672336287
llama2_chat,Distance learning,Independent,287,0.9402682870593672
mistral7binstruct_v1,Seeking multiple opinions,Independent,412,0.6364065176812699
falcon_180b_v1,Car-free cities,Text dependent,223,0.9871215346235983
chat_gpt_moth,Mandatory extracurricular activities,Independent,144,0.9490083528438245
mistral7binstruct_v1,Seeking multiple opinions,Independent,325,0.7535734913404165
chat_gpt_moth,Seeking multiple opinions,Independent,142,0.9085870680144699
mistral7binstruct_v1,Distance learning,Independent,347,0.7011810820335336
mistral7binstruct_v2,Seeking multiple opinions,Independent,423,0.05127120812469935
radek_500,Does the electoral college work?,Text dependent,720,0.17683079861248846
chat_gpt_moth,Distance learning,Independent,248,0.8855941338692781
mistral7binstruct_v1,Summer projects,Independent,398,0.42134884054528116
llama_70b_v1,Car-free cities,Text dependent,370,0.5374555685450296
llama2_chat,Community service,Independent,352,0.47833201649959706
chat_gpt_moth,Mandatory extracurricular activities,Independent,264,0.9630044633790472
llama2_chat,Distance learning,Independent,307,0.1803239401716272
llama_70b_v1,Driverless cars,Text dependent,331,0.9786964803002345
mistral7binstruct_v2,Distance learning,Independent,336,0.813122765516522
mistral7binstruct_v1,Seeking multiple opinions,Independent,394,0.9922727874551001
mistral7binstruct_v2,Seeking multiple opinions,Independent,268,0.9879879353335816
mistral7binstruct_v1,Distance learning,Independent,397,0.3979627889310143
radek_500,Car-free cities,Text dependent,450,0.958292509356837
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,240,0.7976566377978738
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,293,0.8867648789610298
llama2_chat,Summer projects,Independent,394,0.8504888769325238
falcon_180b_v1,Facial action coding system,Text dependent,326,0.9151717512109017
mistral7binstruct_v2,Distance learning,Independent,377,0.7165549267555265
chat_gpt_moth,Distance learning,Independent,208,0.7343021987747791
llama2_chat,Summer projects,Independent,281,0.9500112771613854
darragh_claude_v7,Cell phones at school,Independent,288,0.9740830621597069
llama2_chat,Distance learning,Independent,385,0.9862188353506824
llama_70b_v1,Car-free cities,Text dependent,353,0.9939606629027278
mistral7binstruct_v2,Seeking multiple opinions,Independent,252,0.9496738365598788
mistral7binstruct_v2,Distance learning,Independent,287,0.8433034006244279
darragh_claude_v6,Seeking multiple opinions,Independent,305,0.999989441421233
llama_70b_v1,Car-free cities,Text dependent,319,0.1670263912669349
llama2_chat,Mandatory extracurricular activities,Independent,365,0.965853850841728
llama_70b_v1,Cell phones at school,Independent,320,0.9806826603246389
darragh_claude_v6,Grades for extracurricular activities,Independent,370,0.57252017847539
llama2_chat,Community service,Independent,235,0.9245142759879037
falcon_180b_v1,Distance learning,Independent,312,0.9390116800243858
falcon_180b_v1,Seeking multiple opinions,Independent,273,0.6959034351336877
chat_gpt_moth,Seeking multiple opinions,Independent,263,0.4156235380247846
mistral7binstruct_v2,Facial action coding system,Text dependent,260,0.8745206090551221
mistral7binstruct_v2,Distance learning,Independent,296,0.9936503377511047
mistral7binstruct_v1,Distance learning,Independent,403,0.9301802256116805
llama_70b_v1,Exploring Venus,Text dependent,359,0.9605860972266587
falcon_180b_v1,Phones and driving,,401,0.8712019947886823
llama2_chat,Seeking multiple opinions,Independent,363,0.8232868317252696
darragh_claude_v6,Facial action coding system,Text dependent,317,0.9936818435907483
llama_70b_v1,Summer projects,Independent,332,0.8942149991977495
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,203,0.2889198082306935
mistral7binstruct_v1,Seeking multiple opinions,Independent,356,0.8179262350115146
llama_70b_v1,Distance learning,Independent,419,0.9749439281969302
falcon_180b_v1,Phones and driving,,227,0.5925694272531825
chat_gpt_moth,Distance learning,Independent,124,0.9478213766525013
llama2_chat,Seeking multiple opinions,Independent,340,0.44262880457949105
falcon_180b_v1,Grades for extracurricular activities,Independent,240,0.9460775479682867
falcon_180b_v1,Mandatory extracurricular activities,Independent,231,0.5767517325366016
llama_70b_v1,Car-free cities,Text dependent,523,0.7063483971804033
mistral7binstruct_v1,Seeking multiple opinions,Independent,245,0.9908856955682268
llama_70b_v1,Distance learning,Independent,303,0.8635645672919565
chat_gpt_moth,Seeking multiple opinions,Independent,176,0.9893163269475254
mistral7binstruct_v1,Distance learning,Independent,379,0.5697326600722483
darragh_claude_v6,"""A Cowboy Who Rode the Waves""",Text dependent,339,0.9670743840231306
llama2_chat,Distance learning,Independent,383,0.4405218429171854
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,266,0.9481181122592524
mistral7binstruct_v1,Seeking multiple opinions,Independent,408,0.9311169714714478
mistral7binstruct_v2,Car-free cities,Text dependent,375,0.7483014031721401
darragh_claude_v7,Community service,Independent,293,0.8870745145911354
mistral7binstruct_v1,Seeking multiple opinions,Independent,427,0.8531103432040031
falcon_180b_v1,Seeking multiple opinions,Independent,324,0.8923649786747182
darragh_claude_v7,Phones and driving,,366,0.9838025219277422
llama2_chat,Summer projects,Independent,342,0.6443347917310978
llama2_chat,Distance learning,Independent,393,0.9677103904004207
mistral7binstruct_v1,Seeking multiple opinions,Independent,386,0.2290603374247852
radek_500,Does the electoral college work?,Text dependent,575,0.5577747589812629
mistral7binstruct_v2,Seeking multiple opinions,Independent,252,0.746529780166619
llama2_chat,Driverless cars,Text dependent,342,0.6516617328955117
mistral7binstruct_v2,Distance learning,Independent,280,0.923351343754212
mistral7binstruct_v2,Cell phones at school,Independent,293,0.8964966919945005
darragh_claude_v6,"""A Cowboy Who Rode the Waves""",Text dependent,343,0.8355930320597611
darragh_claude_v7,Community service,Independent,316,0.9199426844483337
mistral7binstruct_v1,Seeking multiple opinions,Independent,290,0.992402866563791
darragh_claude_v7,Seeking multiple opinions,Independent,303,0.9985795162179445
llama2_chat,Facial action coding system,Text dependent,308,0.8448876279661682
darragh_claude_v6,Phones and driving,,349,0.9849872044133489
falcon_180b_v1,Mandatory extracurricular activities,Independent,331,0.709486755461297
mistral7binstruct_v2,Distance learning,Independent,322,0.9791610681083142
chat_gpt_moth,Seeking multiple opinions,Independent,235,0.8202120671854932
chat_gpt_moth,Distance learning,Independent,179,0.8752872368114063
llama2_chat,Mandatory extracurricular activities,Independent,316,0.9182222693610737
chat_gpt_moth,Seeking multiple opinions,Independent,85,0.8942261048291918
mistral7binstruct_v2,Grades for extracurricular activities,Independent,216,0.25074029061295766
llama_70b_v1,Summer projects,Independent,529,0.6593776928345895
llama2_chat,Seeking multiple opinions,Independent,404,0.6903639223493294
llama_70b_v1,Summer projects,Independent,449,0.9339261938110129
mistral7binstruct_v1,Distance learning,Independent,396,0.5897954985263756
chat_gpt_moth,Distance learning,Independent,387,0.9843001501074672
radek_500,Does the electoral college work?,Text dependent,662,0.1889486312183173
mistral7binstruct_v2,Seeking multiple opinions,Independent,306,0.9490019778527984
falcon_180b_v1,Car-free cities,Text dependent,231,0.5014817929609703
falcon_180b_v1,Phones and driving,,364,0.8161515413942355
mistral7binstruct_v1,Seeking multiple opinions,Independent,373,0.9944384739033784
llama2_chat,Mandatory extracurricular activities,Independent,297,0.7800645870041775
mistral7binstruct_v2,Seeking multiple opinions,Independent,241,0.6948652574478794
llama2_chat,Cell phones at school,Independent,382,0.952157142631835
mistral7binstruct_v1,Seeking multiple opinions,Independent,378,0.8322160369421508
darragh_claude_v7,Cell phones at school,Independent,278,0.954954373737591
chat_gpt_moth,Summer projects,Independent,113,0.9827023257251363
mistral7binstruct_v2,Seeking multiple opinions,Independent,234,0.9827876703684731
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,291,0.9747966290544311
mistral7binstruct_v2,Distance learning,Independent,267,0.8207143834025559
mistral7binstruct_v2,Distance learning,Independent,332,0.8724997234728368
llama_70b_v1,Phones and driving,,436,0.8877310302026066
radek_500,Car-free cities,Text dependent,388,0.9768614627775831
llama2_chat,Facial action coding system,Text dependent,371,0.9516256092646673
mistral7binstruct_v2,Distance learning,Independent,192,0.9971849340896428
llama2_chat,Mandatory extracurricular activities,Independent,397,0.28201477722963264
chat_gpt_moth,Cell phones at school,Independent,177,0.9946844379063383
